DEBUG: General     , 1625325259293> LoggerManager.init                  > Initializing...
LOG  : General     , 1625325260652> user.home=C:\Users\Home
LOG  : General     , 1625325260653> user.timezone=Asia/Seoul
LOG  : General     , 1625325260653> java.awt.printerjob=sun.awt.windows.WPrinterJob
LOG  : General     , 1625325260653> java.specification.version=1.8
LOG  : General     , 1625325260654> file.encoding=MS949
LOG  : General     , 1625325260654> user.name=Home
LOG  : General     , 1625325260654> java.class.path=.;jinput.jar;lwjgl.jar;lwjgl_util.jar...
LOG  : General     , 1625325260655> java.vm.specification.version=1.8
LOG  : General     , 1625325260655> sun.arch.data.model=64
LOG  : General     , 1625325260655> java.home=D:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1625325260656> java.specification.vendor=Oracle Corporation
LOG  : General     , 1625325260656> user.language=ko
LOG  : General     , 1625325260656> user.language.format=en
LOG  : General     , 1625325260656> awt.toolkit=sun.awt.windows.WToolkit
LOG  : General     , 1625325260657> java.vm.info=mixed mode
LOG  : General     , 1625325260657> java.version=1.8.0_121
LOG  : General     , 1625325260657> java.ext.dirs=D:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1625325260658> sun.boot.class.path=D:\Program Files (x86)\Steam\steamapp...
LOG  : General     , 1625325260658> java.vendor=Oracle Corporation
LOG  : General     , 1625325260658> file.separator=\
LOG  : General     , 1625325260658> java.vendor.url.bug=http://bugreport.sun.com/bugreport/
LOG  : General     , 1625325260659> sun.cpu.endian=little
LOG  : General     , 1625325260659> sun.io.unicode.encoding=UnicodeLittle
LOG  : General     , 1625325260659> sun.desktop=windows
LOG  : General     , 1625325260660> sun.cpu.isalist=amd64
LOG  : General     , 1625325260660> -----
LOG  : General     , 1625325260660> versionNumber=41.50 - IWBUMS demo=false
LOG  : General     , 1625325261012> LightingFPS set to 15
LOG  : General     , 1625325261018> [javafmodJNI] Init: Start
LOG  : General     , 1625325261018> [javafmodJNI] Init: WIN 64
LOG  : General     , 1625325261066> 1625325261066 fmod: Java loging: OK
LOG  : General     , 1625325261067> 1625325261067 fmod: System Create: OK
LOG  : General     , 1625325261371> 1625325261371 fmod: Create DSP for capture sound
LOG  : General     , 1625325261994> GraphicsCard: NVIDIA Corporation NVIDIA GeForce GTX 1060 3GB/PCIe/SSE2
LOG  : General     , 1625325261995> OpenGL version: 4.6.0 NVIDIA 471.11
LOG  : General     , 1625325261996> Desktop resolution 1920x1080
LOG  : General     , 1625325261996> Initial resolution 1920x1080 fullScreen=false
LOG  : General     , 1625325261998> OpenGL 1.5 buffer objects supported
LOG  : General     , 1625325262099> NVIDIA: current available GPU memory is 2509 MB
LOG  : General     , 1625325262099> NVIDIA: dedicated available GPU memory is 3072 MB
LOG  : General     , 1625325262099> NVIDIA: total available GPU memory is 3072 MB
LOG  : General     , 1625325263393> Loading networking libraries...
LOG  : General     , 1625325263412> Loading steam_api64...
LOG  : General     , 1625325263416> Loading RakNet64...
LOG  : General     , 1625325263421> Loading ZNetJNI64...
LOG  : General     , 1625325263544> 1625325263544 znet: ZNet loaded
LOG  : General     , 1625325263545> 1625325263545 znet: Compiled with SERVER_STEAMAPI == 0
LOG  : General     , 1625325263545> 1625325263545 znet: Starting with bServer == false
LOG  : General     , 1625325263545> 1625325263545 znet: SteamAPI initialised successfully
LOG  : General     , 1625325263546> SteamUtils initialised successfully
LOG  : General     , 1625325263549> 1625325263549 znet: Java_zombie_core_znet_SteamWorkshop_n_1Init
LOG  : General     , 1625325263627> 1625325263627 znet: Java_zombie_core_znet_SteamWorkshop_n_1GetInstalledItemFolders
LOG  : Mod         , 1625325263984> refusing to list examplemod
LOG  : Mod         , 1625325264011> 2x version of demonius_vaccine.pack found.
LOG  : Mod         , 1625325264020> 2x version of NZTILEPACK.pack not found.
ERROR: Mod         , 1625325264021> ChooseGameInfo.readModInfoAux> tiledef=NZNEWTILES 1200 file number must be from 100 to 1000
LOG  : Mod         , 1625325264026> loading SwollenSeaMustard
LOG  : Mod         , 1625325264058> mod "SwollenSeaMustard" overrides media/fonts/ko/fonts.txt
LOG  : Mod         , 1625325264058> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean.fnt
LOG  : Mod         , 1625325264058> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_00.png
LOG  : Mod         , 1625325264059> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_01.png
LOG  : Mod         , 1625325264059> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_02.png
LOG  : Mod         , 1625325264059> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_03.png
LOG  : Mod         , 1625325264060> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_04.png
LOG  : Mod         , 1625325264060> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_05.png
LOG  : Mod         , 1625325264060> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_06.png
LOG  : Mod         , 1625325264061> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_07.png
LOG  : Mod         , 1625325264061> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_08.png
LOG  : Mod         , 1625325264061> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_09.png
LOG  : Mod         , 1625325264062> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_10.png
LOG  : Mod         , 1625325264062> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_11.png
LOG  : Mod         , 1625325264062> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_12.png
LOG  : Mod         , 1625325264063> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_13.png
LOG  : Mod         , 1625325264063> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_14.png
LOG  : Mod         , 1625325264064> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_15.png
LOG  : Mod         , 1625325264064> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_16.png
LOG  : Mod         , 1625325264064> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_17.png
LOG  : Mod         , 1625325264065> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_18.png
LOG  : Mod         , 1625325264065> mod "SwollenSeaMustard" overrides media/fonts/zomboidlargekorean_19.png
LOG  : Mod         , 1625325264065> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean.fnt
LOG  : Mod         , 1625325264066> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_00.png
LOG  : Mod         , 1625325264066> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_01.png
LOG  : Mod         , 1625325264066> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_02.png
LOG  : Mod         , 1625325264067> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_03.png
LOG  : Mod         , 1625325264067> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_04.png
LOG  : Mod         , 1625325264067> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_05.png
LOG  : Mod         , 1625325264068> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_06.png
LOG  : Mod         , 1625325264068> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_07.png
LOG  : Mod         , 1625325264068> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_08.png
LOG  : Mod         , 1625325264069> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_09.png
LOG  : Mod         , 1625325264069> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_10.png
LOG  : Mod         , 1625325264069> mod "SwollenSeaMustard" overrides media/fonts/zomboidmediumkorean_11.png
LOG  : Mod         , 1625325264070> mod "SwollenSeaMustard" overrides media/fonts/zomboidsmallkorean.fnt
LOG  : Mod         , 1625325264070> mod "SwollenSeaMustard" overrides media/fonts/zomboidsmallkorean_0.png
LOG  : Mod         , 1625325264070> mod "SwollenSeaMustard" overrides media/fonts/zomboidsmallkorean_1.png
LOG  : Mod         , 1625325264071> mod "SwollenSeaMustard" overrides media/fonts/zomboidsmallkorean_2.png
LOG  : Mod         , 1625325264071> mod "SwollenSeaMustard" overrides media/fonts/zomboidsmallkorean_3.png
LOG  : Mod         , 1625325264071> mod "SwollenSeaMustard" overrides media/lua/shared/translate/en/dynamicradio_en.txt
LOG  : Mod         , 1625325264072> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/challenge_ko.txt
LOG  : Mod         , 1625325264072> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/contextmenu_ko.txt
LOG  : Mod         , 1625325264072> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/credits.txt
LOG  : Mod         , 1625325264073> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/dynamicradio_ko.txt
LOG  : Mod         , 1625325264073> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/evolvedrecipename_ko.txt
LOG  : Mod         , 1625325264073> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/farming_ko.txt
LOG  : Mod         , 1625325264074> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/gamesound_ko.txt
LOG  : Mod         , 1625325264074> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/ig_ui_ko.txt
LOG  : Mod         , 1625325264075> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/itemname_ko.txt
LOG  : Mod         , 1625325264075> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/makeup_ko.txt
LOG  : Mod         , 1625325264075> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/moodles_ko.txt
LOG  : Mod         , 1625325264076> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/moveables_ko.txt
LOG  : Mod         , 1625325264076> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/muldraugh, ky/description.txt
LOG  : Mod         , 1625325264076> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/muldraugh, ky/title.txt
LOG  : Mod         , 1625325264078> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/multistagebuild_ko.txt
LOG  : Mod         , 1625325264078> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/recipes_ko.txt
LOG  : Mod         , 1625325264079> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/riverside, ky/description.txt
LOG  : Mod         , 1625325264079> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/riverside, ky/title.txt
LOG  : Mod         , 1625325264079> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/rosewood, ky/description.txt
LOG  : Mod         , 1625325264080> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/rosewood, ky/title.txt
LOG  : Mod         , 1625325264080> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/sandbox_ko.txt
LOG  : Mod         , 1625325264080> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/stash_ko.txt
LOG  : Mod         , 1625325264081> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/survivalguide_ko.txt
LOG  : Mod         , 1625325264081> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/tooltip_ko.txt
LOG  : Mod         , 1625325264081> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/translated by.txt
LOG  : Mod         , 1625325264081> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/ui_ko.txt
LOG  : Mod         , 1625325264082> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/west point, ky/description.txt
LOG  : Mod         , 1625325264082> mod "SwollenSeaMustard" overrides media/lua/shared/translate/ko/west point, ky/title.txt
LOG  : Mod         , 1625325264082> mod "SwollenSeaMustard" overrides media/ui/lootablemaps/marchridgemap.png
LOG  : Mod         , 1625325264083> mod "SwollenSeaMustard" overrides media/ui/lootablemaps/muldraughmap.png
LOG  : Mod         , 1625325264084> mod "SwollenSeaMustard" overrides media/ui/lootablemaps/riversidemap.png
LOG  : Mod         , 1625325264084> mod "SwollenSeaMustard" overrides media/ui/lootablemaps/rosewoodmap.png
LOG  : Mod         , 1625325264084> mod "SwollenSeaMustard" overrides media/ui/lootablemaps/westpointmap.png
LOG  : Mod         , 1625325264085> loading OHKKK111
LOG  : Mod         , 1625325264086> mod "OHKKK111" overrides media/radio/radiodata.xml
LOG  : Mod         , 1625325264086> loading modoptions
LOG  : Mod         , 1625325264087> loading cheatmenu
LOG  : Mod         , 1625325264089> mod "cheatmenu" overrides logo.png
LOG  : Mod         , 1625325264090> loading CrashedCarsMod
LOG  : Mod         , 1625325264101> mod "CrashedCarsMod" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1625325264107> loading LetMeThink
LOG  : Mod         , 1625325264119> mod "LetMeThink" overrides media/lua/client/context/ismenucontextworld.lua
LOG  : Mod         , 1625325264120> mod "LetMeThink" overrides media/lua/client/hotbar/ishotbar.lua
LOG  : Mod         , 1625325264120> mod "LetMeThink" overrides media/lua/client/isui/isbackbuttonwheel.lua
LOG  : Mod         , 1625325264120> mod "LetMeThink" overrides media/lua/client/isui/isbuttonprompt.lua
LOG  : Mod         , 1625325264121> mod "LetMeThink" overrides media/lua/client/isui/isdpadwheels.lua
LOG  : Mod         , 1625325264121> mod "LetMeThink" overrides media/lua/client/isui/isemoteradialmenu.lua
LOG  : Mod         , 1625325264121> mod "LetMeThink" overrides media/lua/client/isui/isfirearmradialmenu.lua
LOG  : Mod         , 1625325264121> mod "LetMeThink" overrides media/lua/client/isui/isinventorypage.lua
LOG  : Mod         , 1625325264122> mod "LetMeThink" overrides media/lua/client/isui/isinventorypane.lua
LOG  : Mod         , 1625325264122> mod "LetMeThink" overrides media/lua/client/isui/isinventorypanecontextmenu.lua
LOG  : Mod         , 1625325264122> mod "LetMeThink" overrides media/lua/client/isui/isworldobjectcontextmenu.lua
LOG  : Mod         , 1625325264123> mod "LetMeThink" overrides media/lua/client/radiocom/isuiradio/issinewavedisplay.lua
LOG  : Mod         , 1625325264123> mod "LetMeThink" overrides media/lua/client/vehicles/isui/isvehiclemechanics.lua
LOG  : Mod         , 1625325264123> mod "LetMeThink" overrides media/lua/client/vehicles/isui/isvehiclemenu.lua
LOG  : Mod         , 1625325264124> mod "LetMeThink" overrides media/lua/client/vehicles/isui/isvehicleregulator.lua
LOG  : Mod         , 1625325264124> mod "LetMeThink" overrides media/lua/client/xpsystem/isui/ishealthpanel.lua
LOG  : Mod         , 1625325264125> mod "LetMeThink" overrides media/lua/server/isobjectclickhandler.lua
LOG  : Mod         , 1625325264125> mod "LetMeThink" overrides media/lua/server/xpsystem/xpupdate.lua
LOG  : Mod         , 1625325264125> mod "LetMeThink" overrides media/lua/shared/joypad/joypadsetup.lua
LOG  : Mod         , 1625325264126> loading MinimalDisplayBars
LOG  : Mod         , 1625325264130> mod "MinimalDisplayBars" overrides media/lua/shared/translate/af/contextmenu_af.txt
LOG  : Mod         , 1625325264130> mod "MinimalDisplayBars" overrides media/lua/shared/translate/ar/contextmenu_ar.txt
LOG  : Mod         , 1625325264131> mod "MinimalDisplayBars" overrides media/lua/shared/translate/ch/contextmenu_ch.txt
LOG  : Mod         , 1625325264131> mod "MinimalDisplayBars" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1625325264131> mod "MinimalDisplayBars" overrides media/lua/shared/translate/cs/contextmenu_cs.txt
LOG  : Mod         , 1625325264131> mod "MinimalDisplayBars" overrides media/lua/shared/translate/da/contextmenu_da.txt
LOG  : Mod         , 1625325264132> mod "MinimalDisplayBars" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1625325264132> mod "MinimalDisplayBars" overrides media/lua/shared/translate/ee/contextmenu_ee.txt
LOG  : Mod         , 1625325264132> mod "MinimalDisplayBars" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1625325264133> mod "MinimalDisplayBars" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1625325264133> mod "MinimalDisplayBars" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1625325264133> mod "MinimalDisplayBars" overrides media/lua/shared/translate/hu/contextmenu_hu.txt
LOG  : Mod         , 1625325264134> mod "MinimalDisplayBars" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1625325264134> mod "MinimalDisplayBars" overrides media/lua/shared/translate/jp/contextmenu_jp.txt
LOG  : Mod         , 1625325264134> mod "MinimalDisplayBars" overrides media/lua/shared/translate/ko/contextmenu_ko.txt
LOG  : Mod         , 1625325264135> mod "MinimalDisplayBars" overrides media/lua/shared/translate/nl/contextmenu_nl.txt
LOG  : Mod         , 1625325264135> mod "MinimalDisplayBars" overrides media/lua/shared/translate/no/contextmenu_no.txt
LOG  : Mod         , 1625325264135> mod "MinimalDisplayBars" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1625325264135> mod "MinimalDisplayBars" overrides media/lua/shared/translate/pt/contextmenu_pt.txt
LOG  : Mod         , 1625325264136> mod "MinimalDisplayBars" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1625325264136> mod "MinimalDisplayBars" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1625325264136> mod "MinimalDisplayBars" overrides media/lua/shared/translate/th/contextmenu_th.txt
LOG  : Mod         , 1625325264137> mod "MinimalDisplayBars" overrides media/lua/shared/translate/tr/contextmenu_tr.txt
LOG  : Mod         , 1625325264137> mod "MinimalDisplayBars" overrides media/ui/moodle_icon_windchill.png
LOG  : Mod         , 1625325264138> loading eris_food_expiry Ko
LOG  : Mod         , 1625325264140> mod "eris_food_expiry Ko" overrides media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1625325264140> mod "eris_food_expiry Ko" overrides media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1625325264140> mod "eris_food_expiry Ko" overrides media/lua/shared/translate/cs/ui_cs.txt
LOG  : Mod         , 1625325264141> mod "eris_food_expiry Ko" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1625325264141> mod "eris_food_expiry Ko" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1625325264141> mod "eris_food_expiry Ko" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1625325264141> mod "eris_food_expiry Ko" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1625325264142> mod "eris_food_expiry Ko" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1625325264142> loading eris_minimap
LOG  : Mod         , 1625325264178> mod "eris_minimap" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1625325264200> loading FORTREDSTONE
LOG  : Mod         , 1625325264202> mod "FORTREDSTONE" overrides media/lua/server/items/worldfiller.lua
LOG  : Mod         , 1625325264203> loading bcUtils
LOG  : Mod         , 1625325264234> loading pz-bzoukhotbar
LOG  : Mod         , 1625325264236> mod "pz-bzoukhotbar" overrides media/lua/shared/translate/cs/ig_ui_cs.txt
LOG  : Mod         , 1625325264236> mod "pz-bzoukhotbar" overrides media/lua/shared/translate/cs/ui_cs.txt
LOG  : Mod         , 1625325264237> mod "pz-bzoukhotbar" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1625325264237> mod "pz-bzoukhotbar" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1625325264237> mod "pz-bzoukhotbar" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1625325264238> mod "pz-bzoukhotbar" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1625325264238> mod "pz-bzoukhotbar" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1625325264239> mod "pz-bzoukhotbar" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1625325264239> loading cheatmenumitzpatch
LOG  : Mod         , 1625325264240> loading DisableCarWear
LOG  : Mod         , 1625325264241> loading bcReleaseNotes
LOG  : Mod         , 1625325264249> mod "bcReleaseNotes" overrides .git/commit_editmsg
LOG  : Mod         , 1625325264250> mod "bcReleaseNotes" overrides .git/config
LOG  : Mod         , 1625325264250> mod "bcReleaseNotes" overrides .git/description
LOG  : Mod         , 1625325264250> mod "bcReleaseNotes" overrides .git/head
LOG  : Mod         , 1625325264250> mod "bcReleaseNotes" overrides .git/hooks/applypatch-msg.sample
LOG  : Mod         , 1625325264251> mod "bcReleaseNotes" overrides .git/hooks/commit-msg.sample
LOG  : Mod         , 1625325264251> mod "bcReleaseNotes" overrides .git/hooks/post-update.sample
LOG  : Mod         , 1625325264251> mod "bcReleaseNotes" overrides .git/hooks/pre-applypatch.sample
LOG  : Mod         , 1625325264251> mod "bcReleaseNotes" overrides .git/hooks/pre-commit.sample
LOG  : Mod         , 1625325264252> mod "bcReleaseNotes" overrides .git/hooks/pre-push.sample
LOG  : Mod         , 1625325264252> mod "bcReleaseNotes" overrides .git/hooks/pre-rebase.sample
LOG  : Mod         , 1625325264252> mod "bcReleaseNotes" overrides .git/hooks/prepare-commit-msg.sample
LOG  : Mod         , 1625325264253> mod "bcReleaseNotes" overrides .git/hooks/update.sample
LOG  : Mod         , 1625325264253> mod "bcReleaseNotes" overrides .git/index
LOG  : Mod         , 1625325264253> mod "bcReleaseNotes" overrides .git/info/exclude
LOG  : Mod         , 1625325264253> mod "bcReleaseNotes" overrides .git/logs/head
LOG  : Mod         , 1625325264254> mod "bcReleaseNotes" overrides .git/objects/4b/825dc642cb6eb9a060e54bf8d69288fbee4904
LOG  : Mod         , 1625325264254> mod "bcReleaseNotes" overrides latest_version.txt
LOG  : Mod         , 1625325264255> mod "bcReleaseNotes" overrides readme.md
LOG  : Mod         , 1625325264255> mod "bcReleaseNotes" overrides tiny_avc.txt
LOG  : Mod         , 1625325264255> loading NecroForge
LOG  : Mod         , 1625325264270> loading CraftHelper41
LOG  : Mod         , 1625325264271> loading BetterSoap
LOG  : Mod         , 1625325264273> loading VCE
LOG  : Mod         , 1625325264274> mod "VCE" overrides media/lua/shared/translate/ko/ig_ui_ko.txt
LOG  : Mod         , 1625325264275> loading VitaminHolic
LOG  : Mod         , 1625325264276> loading CustomizableZombies
LOG  : Mod         , 1625325264280> mod "CustomizableZombies" overrides media/lua/shared/translate/af/contextmenu_af.txt
LOG  : Mod         , 1625325264280> mod "CustomizableZombies" overrides media/lua/shared/translate/ar/contextmenu_ar.txt
LOG  : Mod         , 1625325264281> mod "CustomizableZombies" overrides media/lua/shared/translate/ch/contextmenu_ch.txt
LOG  : Mod         , 1625325264281> mod "CustomizableZombies" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1625325264281> mod "CustomizableZombies" overrides media/lua/shared/translate/cs/contextmenu_cs.txt
LOG  : Mod         , 1625325264281> mod "CustomizableZombies" overrides media/lua/shared/translate/da/contextmenu_da.txt
LOG  : Mod         , 1625325264282> mod "CustomizableZombies" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1625325264282> mod "CustomizableZombies" overrides media/lua/shared/translate/ee/contextmenu_ee.txt
LOG  : Mod         , 1625325264282> mod "CustomizableZombies" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1625325264283> mod "CustomizableZombies" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1625325264283> mod "CustomizableZombies" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1625325264283> mod "CustomizableZombies" overrides media/lua/shared/translate/hu/contextmenu_hu.txt
